Municipio;Orgao;Item de Despesa;Valor Investido
ARAPORA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;139.208,14
ARAPORA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ARAPORA;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;55.208,00
ARAPUA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;78.614,26
ARAPUA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ARAUJOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;5.248,87
ARAUJOS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;6.600,00
ARAUJOS;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
ARAUJOS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;9.266,50
ARAUJOS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;168.995,00
ARAUJOS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ARAXA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;104.492,66
ARAXA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
ARAXA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;662.318,93
ARAXA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;741.194,71
ARAXA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;112.947,45
ARAXA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;184.116,00
ARAXA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ARAXA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;94.282,99
ARAXA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;12.625,08
ARCEBURGO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;176.064,36
ARCEBURGO;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1.193.447,12
ARCEBURGO;FUNDO ESTADUAL DE SAUDE;AUXILIOS;50.000,00
ARCEBURGO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ARCOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;177.060,56
ARCOS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;827.909,32
ARCOS;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
ARCOS;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;116.299,61
ARCOS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;60.000,00
ARCOS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
AREADO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;229.872,10
AREADO;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;6.600,00
AREADO;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;11.532,00
AREADO;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;9.266,50
AREADO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
AREADO;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;22.445,00
ARGIRITA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;14.228,14
ARGIRITA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ARICANDUVA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;10.944,92
ARICANDUVA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ARICANDUVA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
ARINOS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;1.338.354,25
ARINOS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;76.315,53
ARINOS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;213.127,00
ARINOS;SECRETARIA DE ESTADO DE EDUCACAO;MOBILIARIO;55.233,00
ASTOLFO DUTRA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;158.526,46
ASTOLFO DUTRA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;148.628,14
ASTOLFO DUTRA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;61.116,00
ASTOLFO DUTRA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
ASTOLFO DUTRA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;40.000,00
ATALEIA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;64.497,01
ATALEIA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;73.461,04
AUGUSTO DE LIMA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;54.474,20
AUGUSTO DE LIMA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;58.888,51
AUGUSTO DE LIMA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;4.898,48
AUGUSTO DE LIMA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;MOBILIARIO;881,99
AUGUSTO DE LIMA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
AUGUSTO DE LIMA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;50.224,00
AUGUSTO DE LIMA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
BAEPENDI;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;23.425,51
BAEPENDI;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
BAEPENDI;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
BAEPENDI;SECRETARIA DE ESTADO DE GOVERNO;AUXILIOS;150.000,00
BALDIM;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;476.410,66
BALDIM;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
BALDIM;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
BAMBUI;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;206.775,79
BAMBUI;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;28.392,85
BAMBUI;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;14.298,00
BAMBUI;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.598,40
BAMBUI;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MOBILIARIO;43.129,17
BAMBUI;FUNDO ESTADUAL DE SAUDE;MATERIAL ESPORTIVO E RECREATIVO;24.819,00
BAMBUI;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;6.297,38
BAMBUI;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;168.995,00
BAMBUI;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;60.000,00
BAMBUI;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;3.884,64
BANDEIRA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;127.858,35
BANDEIRA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
BANDEIRA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO E INTEGRACAO DO NORTE E NORDESTE DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;22.562,10
BANDEIRA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;60.000,00
BANDEIRA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
BANDEIRA DO SUL;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;40.776,66
BANDEIRA DO SUL;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;54.726,49
BARAO DE COCAIS;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;184.789,50
BARAO DE COCAIS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
BARAO DE COCAIS;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;40.000,00
BARAO DE COCAIS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.913,48
BARAO DE MONTE ALTO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;7.670,66
BARAO DE MONTE ALTO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
BARBACENA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;60.600,00
BARBACENA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;5.516,00
BARBACENA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;167.743,44
BARBACENA;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;90.749,95
BARBACENA;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;50.369,37
BARBACENA;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;1.020,00
BARBACENA;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MOBILIARIO;6.742,80
BARBACENA;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;123.267,11
BARBACENA;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;10.600,00
BARBACENA;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;1.877,00
BARBACENA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;VEICULOS;123.000,00
BARBACENA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;213.127,00
BARBACENA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;181.613,38
BARBACENA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS DE INFORMATICA;498.307,90
BARBACENA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;16.509,72
BARRA LONGA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;140.323,46
BARRA LONGA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;122.232,00
BARRA LONGA;SECRETARIA DE ESTADO DE EDUCACAO;AUXILIOS;20.000,00
BARROSO;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;14.779,75
BARROSO;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;1.190,00
BARROSO;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
BARROSO;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;4.855,80
BELA VISTA DE MINAS;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;60.995,00
BELA VISTA DE MINAS;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.942,32
BELMIRO BRAGA;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;110.176,91
BELMIRO BRAGA;SECRETARIA DE ESTADO DE EDUCACAO;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;971,16
BELO HORIZONTE;CIDADE ADMINISTRATIVA;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;6.440,00
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;190.760,00
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE COMUNICACAO E TELEFONIA;104.492,66
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;276.287,50
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE PROTECAO, SEGURANCA E SOCORRO;46.337,00
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;654.879,15
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;FERRAMENTAS, EQUIP. E INSTRUMENTOS P/ OFICINA, MEDICAO E INSPECAO;1.041,60
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;78.043,16
BELO HORIZONTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;VEICULOS;2.524.948,60
BELO HORIZONTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;334.867,71
BELO HORIZONTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;2.723.734,90
BELO HORIZONTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;3.711.118,24
BELO HORIZONTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;MATERIAL PARA OBRAS - BENS NAO PATRIMONIAVEIS;126.295,65
BELO HORIZONTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;OUTRAS SENTENCAS JUDICIAIS;12.835,38
BELO HORIZONTE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS;TRANSPORTE E ACONDICIONAMENTO DE MATERIAIS;2.068,85
BELO HORIZONTE;EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;SERVICO DE TECNOLOGIA DA INFORMACAO;3.380,40
BELO HORIZONTE;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;90.505,06
BELO HORIZONTE;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.915.000,00
BELO HORIZONTE;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;MOBILIARIO;107.268,63
BELO HORIZONTE;FUNDACAO CLOVIS SALGADO;EQUIPAMENTOS DE PROTECAO, SEGURANCA E SOCORRO;5.723,71
BELO HORIZONTE;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;AUXILIOS;44.483.633,81
BELO HORIZONTE;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;CONTRATACAO DE PROJETOS EM PESQUISA DE CIENCIA, INOVACAO E TECNOLOGIA;4.000.000,00
BELO HORIZONTE;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;DESPESAS DE EXERCICIOS ANTERIORES - OUTRAS DESPESAS;116.069,32
BELO HORIZONTE;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;2.400,00
BELO HORIZONTE;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS;SERVICOS DE GERENCIAMENTO, SUPERVISAO E FISCALIZACAO DE OBRAS;290.173,30
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;EQUIPAMENTOS DE INFORMATICA;293.000,00
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;14.469,00
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.053.313,16
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;28.175,33
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;715.369,98
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;MATERIAL DIDATICO;480
BELO HORIZONTE;FUNDACAO EZEQUIEL DIAS;TRATORES, SIMILARES E IMPLEMENTOS;13.269,00
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;614.709,27
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE SOM, VIDEO, FOTOGRAFICO E CINEMATOGRAFICO;4.653,55
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;8.113.892,07
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;395.727,33
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;INSTALACAO PARA INCORPORACAO A BENS IMOVEIS;110.376,00
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;INSTRUMENTOS DE LABORATORIO, MEDICOS E ODONTOLOGICOS;148.892,40
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;285.351,80
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;84.841,11
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;MOBILIARIO;2.229.367,43
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;REPAROS DE EQUIPAMENTOS, INSTALACOES E MATERIAL PERMANENTE;17.310,04
BELO HORIZONTE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;VEICULOS;690.800,00
BELO HORIZONTE;FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;388.161,24
BELO HORIZONTE;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1.750.716,70
BELO HORIZONTE;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;SERVICOS TECN DE IMPLANTACAO GESTAO E ADM DO SIST DE OBSERV ELETRONICA;4.535.674,72
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;APARELHOS E UTENSILIOS DOMESTICOS;3.396,00
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS DE INFORMATICA;353.673,37
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;2.214.804,32
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS  USO ADMINISTRATIVO;164.855,01
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;MAQUINAS, APARELHOS, UTENSILIOS E EQUIPAMENTOS DE USO INDUSTRIAL;35.997,00
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;MOBILIARIO;209.440,00
BELO HORIZONTE;FUNDO ESTADUAL DE SAUDE;VEICULOS;63.280.170,00
BELO HORIZONTE;FUNDO PENITENCIARIO ESTADUAL;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;150.372,32
BELO HORIZONTE;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;110.883,38
BELO HORIZONTE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;ARMAMENTO E EQUIPAMENTO DE USO POLICIAL;1.631,70
BELO HORIZONTE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS DE INFORMATICA;16.500,00
BELO HORIZONTE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS HOSPITALARES, ODONTOLOGICOS E DE LABORATORIO;1.587.399,89
BELO HORIZONTE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EXECUCAO DE OBRAS POR CONTRATO DE BENS PATRIMONIAVEIS;203.635,90
BELO HORIZONTE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;FERRAMENTAS, EQUIP. E INSTRUMENTOS P/ OFICINA, MEDICAO E INSPECAO;775
